title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
(M) Petrol Knot Ottoman	shopify_US_8483267051675_46361365577883	495.00 USD	445.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_192159.jpg?v=1761639344,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9950.jpgpetrol.jpg?v=1762441591,https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_m.jpg?v=1754757486	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_m2.jpg?v=1754771957		https://www.knots-studio.com/products/m-petrol-knot-floor-cushion-new?variant=46361365577883&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361365577883	third party shopify:third party syncing		Medium knot cushion				12		4 kg		10020Ptr
"Fisherman's Buoy in Yellow, Cream, Blue and Pink"	shopify_US_7380841693339_42443423613083	170.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow20042.jpg?v=1655116364,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7088.jpg?v=1655116349,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow220044.jpg?v=1655116349,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7160.jpg?v=1655116349,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow200421.jpg?v=1655116349,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7145_90ecca95-846b-4fc7-9af5-4ea972987049.jpg?v=1655116349	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow20047.jpg?v=1655116349		https://www.knots-studio.com/products/fisherman-buoy-in-yellow?variant=42443423613083&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42443423613083	third party shopify:third party syncing		sale				0		0.3 kg		921
(L) Hull Basket in Cobalt Ultra suede	shopify_US_8502532178075_46613149679771	275.00 USD	234.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_101110.png?v=1752477932,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_102645.png?v=1752478078,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_095317.jpg?v=1752477913		https://www.knots-studio.com/products/l-hull-basket-in-cobalt-ultra-suede?variant=46613149679771&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613149679771	third party shopify:third party syncing						8		1.5 kg		30030blu
(M) Hull Basket in Cobalt Ultra suede	shopify_US_8502506193051_46612972896411	195.00 USD	165.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_181716.png?v=1752419912,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_182048.png?v=1752420094,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140344_3.png?v=1752419774		https://www.knots-studio.com/products/s-hull-basket-in-cobalt-ultra-suede-copy?variant=46612972896411&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46612972896411	third party shopify:third party syncing						10		1 kg		30020blu
Citron Velvet Knot Pillow	2222543808300370379			new	in stock	Online	US	en		0			"Bring luxury and elegance to any room with our perfectly crafted knot pillows. Each pillow is designed for ultimate softness and style, making it the perfect addition to any home decor."		http://www.knots-studio.com/cdn/shop/files/citronpillow.jpg?v=1749728828		https://www.knots-studio.com/products/citron-velvet-knot-pillow									US			
"Citron Velvet Woven Bench 47"""	shopify_US_8175929753755_45184250478747	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7871.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9896copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9893copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9895copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7849.jpg?v=1747527502	shopify_US_8175929753755	https://www.knots-studio.com/products/citron-velvet-woven-bench?variant=45184250478747&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/45184250478747	third party shopify:third party syncing	size:"47""":Variant	Woven bench				8		9 kg	"47"""	20047Cit
(L) Mauve Knot Ottoman	shopify_US_8483242967195_46361265373339	698.00 USD	625.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7561.jpgMA.jpg?v=1762441132,https://cdn.shopify.com/s/files/1/1129/5340/files/mau4_827628ab-49d5-4b3c-b127-9a45e155c40b.jpg?v=1762441132,https://cdn.shopify.com/s/files/1/1129/5340/files/mau3_48b4248a-5aa0-4e70-9f6e-6482ed5dd048.jpg?v=1762441132	21	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7555.jpgLL.jpg?v=1754772485		https://www.knots-studio.com/products/l-mauve-knot-floor-cushion-new?variant=46361265373339&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361265373339	third party shopify:third party syncing		Large knot cushion				6		8 kg		10030Mve
Set Of 3 Baskets- Graphite	shopify_US_8913574461595_48047265939611	545.00 USD	495.00 USD		in stock	Online	US	en		57	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_gray_b_bf02473d-1cf2-4716-923a-e2dc2361c510_upscaled.png?v=1771846412		https://www.knots-studio.com/products/set-of-3-baskets-red-earth-copy?variant=48047265939611&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047265939611	third party shopify:third party syncing		Set of 3 Baskets				19		3 kg		30060grf
"Mauve Velvet Woven Bench 47"""	shopify_US_8489418391707_46392756404379	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/31F8D162-B6FC-4295-BACE-5258D358FA3B.png?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools2_8d790c8e-d0dd-4c74-8194-758de0f7226f.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools3_2682ef4d-d96b-4c30-928f-171dd5e7e919.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestool1_1d767097-f276-44b9-b8c9-741bbccd9956.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7819_7d867ce2-c160-4c18-b343-2e9a0ffd1827.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/mauve_bench.jpg?v=1747525433	shopify_US_8489418391707	https://www.knots-studio.com/products/mauve-velvet-woven-bench-1?variant=46392756404379&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392756404379	third party shopify:third party syncing	size:"47""":Variant	Woven bench				11		9 kg	"47"""	20047Mve
(M) Ivory Knot Ottoman	shopify_US_8483267346587_46361366757531	401.00 USD			in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL.jpg?v=1746873470,https://cdn.shopify.com/s/files/1/1129/5340/files/IVORY3.jpg?v=1746873470	2	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL2.jpg?v=1746873470		https://www.knots-studio.com/products/m-ivory-knot-floor-cushion-new-copy?variant=46361366757531&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361366757531	third party shopify:third party syncing		Medium knot cushion				12		4 kg		10020Ivr
Knots Studio Gift Card $550.00	shopify_US_7900041969819_44732986261659	550.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986261659&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986261659	third party shopify:third party syncing	gift card amount:$550.00:Variant		true					0 kg		
(M) Mauve Knot Ottoman	shopify_US_8483278225563_46361435832475	495.00 USD	445.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2acadc24-3337-4721-bf54-022320072a86.jpg?v=1773164813,https://cdn.shopify.com/s/files/1/1129/5340/files/433880ba-8b55-4b69-bbd5-2a7fb3b43689.jpg?v=1750002967,https://cdn.shopify.com/s/files/1/1129/5340/files/mau_m_897afbda-a9f5-492d-9cd6-81b470340643.jpg?v=1750002938,https://cdn.shopify.com/s/files/1/1129/5340/files/mau3.jpg?v=1750002938,https://cdn.shopify.com/s/files/1/1129/5340/files/mau4.jpg?v=1750002938	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7609_46f518bf-741c-4035-84b0-e75ce5e3981d.jpg?v=1746883820		https://www.knots-studio.com/products/m-mauve-knot-floor-cushion-new?variant=46361435832475&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361435832475	third party shopify:third party syncing		Medium Knot Cushion				8		4 kg		10020Mve
Knots Studio Gift Card $300.00	shopify_US_7900041969819_44732986163355	300.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986163355&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986163355	third party shopify:third party syncing	gift card amount:$300.00:Variant		true					0 kg		
"Sterling Grey Velvet Woven Bench 47"""	shopify_US_8489419702427_46392763580571	995.00 USD	896.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/greystool2_c7649ed6-cf26-435f-b5e4-e883c059768b.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool3_135b0d2a-e49e-498a-aaf5-3f7e8687b112.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/silver_120.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool_24987315-bb0b-4b42-8752-3b5ef6601ebd.jpg?v=1747528051,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850_94767ec1-8c3b-49e4-9c71-d1f288cab085.jpg?v=1764765165	shopify_US_8489419702427	https://www.knots-studio.com/products/sterling-grey-velvet-woven-bench?variant=46392763580571&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392763580571	third party shopify:third party syncing	size:"47""":Variant	Woven bench				4		9 kg	"47"""	20047Gry
(L) Truffle Knot Ottoman	shopify_US_8483252895899_46361315606683	698.00 USD	625.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/CFCE0ED8-B660-45FA-9EE8-496AC9FACD2A.jpg?v=1754770043,https://cdn.shopify.com/s/files/1/1129/5340/files/LARGE_LIVINGROOM_BROWN.jpg?v=1754770043,https://cdn.shopify.com/s/files/1/1129/5340/files/trufflel.jpg?v=1754770043,https://cdn.shopify.com/s/files/1/1129/5340/files/truf3.jpg?v=1754770043,https://cdn.shopify.com/s/files/1/1129/5340/files/64AC937E-A98B-4783-A576-D4258DDBF673.png?v=1754770044	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/traf2.jpg?v=1746875658		https://www.knots-studio.com/products/l-truffle-knot-floor-cushion-new?variant=46361315606683&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361315606683	third party shopify:third party syncing		Large knot cushion				5		8 kg		10030Trf
(M) Hull Basket in Graphite Ultra suede	shopify_US_8502535487643_46613169406107	195.00 USD	165.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/39DE7625-B192-4D4B-BB81-91796B74D793.png?v=1752429579		https://www.knots-studio.com/products/m-hull-basket-in-graphite-ultra-suede-copy?variant=46613169406107&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613169406107	third party shopify:third party syncing						12		1 kg		30020grf
(L) Mauve Knot Ottoman	shopify_US_8483242967195_46361265373339	698.00 USD	625.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7561.jpgMA.jpg?v=1762441132,https://cdn.shopify.com/s/files/1/1129/5340/files/mau4_827628ab-49d5-4b3c-b127-9a45e155c40b.jpg?v=1762441132,https://cdn.shopify.com/s/files/1/1129/5340/files/mau3_48b4248a-5aa0-4e70-9f6e-6482ed5dd048.jpg?v=1762441132	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7555.jpgLL.jpg?v=1754772485		https://www.knots-studio.com/products/l-mauve-knot-floor-cushion-new?variant=46361265373339&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361265373339	third party shopify:third party syncing		Large knot cushion				6		8 kg		10030Mve
Knots Studio Gift Card $600.00	shopify_US_7900041969819_44732986294427	600.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986294427&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986294427	third party shopify:third party syncing	gift card amount:$600.00:Variant		true					0 kg		
Printed Two-sided Throw Pillow- Sunset Colors	shopify_US_8742120063131_47452908847259	72.50 USD			out of stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/lifestyle-shot-6ee0a4e7-7059-4039-a018-bf7490588cfa.jpg?v=1761744621,https://cdn.shopify.com/s/files/1/1129/5340/files/UntitledSession292443_SMALL_bf7fef63-25a5-4282-b491-56d627a26bba.jpg?v=1761744621,https://cdn.shopify.com/s/files/1/1129/5340/files/UntitledSession292441_SMALL_371ff4db-1a42-4386-a5a0-d926bc6682d8.jpg?v=1761744621	0	Knots Studio		"Inspired by classic tablecloths, the Knot prints blend the aesthetics of weaving and knotting with traditional tablecloth designs. The result is vibrant, two-sided prints that make a bold statement in any space."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/e8ef5653-71f7-47a0-9727-0b4f6182c08c.jpg?v=1761744645		https://www.knots-studio.com/products/printed-throw-pillows-sunset-colors?variant=47452908847259&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/47452908847259	third party shopify:third party syncing		pill				0		0.3 kg		
"Burgundy Velvet Woven Bench 47"""	shopify_US_8489417146523_46392745459867	995.00 USD	896.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench.jpg?v=1747527412,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy4_4a1a44b1-0b36-4391-b4a1-d7279296bd72.jpg?v=1747527376,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy2_62e6e803-9499-40aa-8616-8f6b7140b89a.jpg?v=1747527372,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy3_4f9fdcb3-1105-47cb-96a3-52f392fbb64c.jpg?v=1747527372,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	22	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench2.jpg?v=1747527390	shopify_US_8489417146523	https://www.knots-studio.com/products/burgandy-velvet-woven-bench?variant=46392745459867&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392745459867	third party shopify:third party syncing	size:"47""":Variant	Woven bench				12		9 kg	"47"""	20047Brg
"Ivory Velvet Woven Bench 47"""	shopify_US_8489417703579_46392747786395	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/A038F31F-29B0-4FAD-9AA0-8D8DA07370D0.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2_ac97268c-fa18-4d5f-bf67-9d85b4bf877f.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2.jpg?v=1754769838	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory120.jpg?v=1754769838	shopify_US_8489417703579	https://www.knots-studio.com/products/ivory-velvet-woven-bench?variant=46392747786395&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392747786395	third party shopify:third party syncing	size:"47""":Variant	Woven bench				14		9 kg	"47"""	20047Ivr
(M) Hull Basket in Red Earth Ultra suede	shopify_US_8502535356571_46613169209499	195.00 USD	165.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5028.png?v=1752336191,https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5026.png?v=1752336190,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	1	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140711.png?v=1752336191		https://www.knots-studio.com/products/m-hull-basket-in-red-earth-ultra-suede-copy?variant=46613169209499&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613169209499	third party shopify:third party syncing						4		1 kg		30020red
Knots Studio Gift Card $250.00	shopify_US_7900041969819_44248224497819	250.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224497819&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224497819	third party shopify:third party syncing	gift card amount:$250.00:Variant		true					0 kg		
Fabric Swatches	shopify_US_7770921271451_43754642374811	10.00 USD			in stock	Online	US	en		0	knots studio		"Order our fabric catalog today. Touch the quality, see the true colors, shop with confidence."	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > fabric	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250917_105104_a956bf39-caa8-4d9b-adf9-28592b3ad746.png?v=1758101548		https://www.knots-studio.com/products/fabric-swatches?variant=43754642374811&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/43754642374811	third party shopify:third party syncing		swatches				88		200 g		01swatches
"Petrol Velvet Woven Bench 47"""	shopify_US_8489417965723_46392749949083	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool_3ea87cc5-3e08-43a1-88a0-f12a0f411d1c.jpg?v=1753181356,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3_723e0205-0a75-4396-a079-b3dcbba6093b.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2_9c37f42c-d198-4903-9041-c0a6ab86ae60.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_bench.jpg?v=1747521449	shopify_US_8489417965723	https://www.knots-studio.com/products/petrol-velvet-woven-bench?variant=46392749949083&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392749949083	third party shopify:third party syncing	size:"47""":Variant	Woven bench				11		9 kg	"47"""	20047Ptr
