title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
"Petrol Velvet Woven Bench 37"""	shopify_US_8489417965723_46392749916315	845.00 USD	746.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool_3ea87cc5-3e08-43a1-88a0-f12a0f411d1c.jpg?v=1753181356,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3_723e0205-0a75-4396-a079-b3dcbba6093b.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2_9c37f42c-d198-4903-9041-c0a6ab86ae60.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	6	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_bench.jpg?v=1747521449	shopify_US_8489417965723	https://www.knots-studio.com/products/petrol-velvet-woven-bench?variant=46392749916315&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392749916315	third party shopify:third party syncing	size:"37""":Variant	Woven bench				12		6.9 kg	"37"""	20037Ptr
Knots Studio Gift Card $400.00	shopify_US_7900041969819_44248224530587	400.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224530587&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224530587	third party shopify:third party syncing	gift card amount:$400.00:Variant		true					0 kg		
"Mauve Velvet Woven Bench 37"""	shopify_US_8489418391707_46392756371611	845.00 USD	746.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/31F8D162-B6FC-4295-BACE-5258D358FA3B.png?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools2_8d790c8e-d0dd-4c74-8194-758de0f7226f.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools3_2682ef4d-d96b-4c30-928f-171dd5e7e919.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestool1_1d767097-f276-44b9-b8c9-741bbccd9956.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7819_7d867ce2-c160-4c18-b343-2e9a0ffd1827.jpg?v=1754770517,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	32	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/mauve_bench.jpg?v=1747525433	shopify_US_8489418391707	https://www.knots-studio.com/products/mauve-velvet-woven-bench-1?variant=46392756371611&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392756371611	third party shopify:third party syncing	size:"37""":Variant	Woven bench				14		6.9 kg	"37"""	20037Mve
Sterling Grey Velvet Knot Pillow	shopify_US_8483675111579_46362807206043	125.00 USD	93.00 USD		in stock	Online	USD_649363611	en		0	Knots Studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/greypillow.jpg?v=1746955679		https://www.knots-studio.com/products/sterling-grey-velvet-knot-pillow-new?variant=46362807206043&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46362807206043	third party shopify:third party syncing		Knot pillow				12		0.3 kg		10010Gry
(M) Burgundy Knot Ottoman	shopify_US_8483266134171_46361361612955	495.00 USD	445.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/bur_m.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/butg_m.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/bur.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/burg2.jpg?v=1746879762	2	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/burg_m.jpg?v=1746879762		https://www.knots-studio.com/products/m-burgandy-knot-floor-cushion-new?variant=46361361612955&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361361612955	third party shopify:third party syncing		Medium knot cushion				11		4 kg		10020Brg
Set Of 3 Baskets- Red Earth	shopify_US_8913574199451_48047264399515	545.00 USD	495.00 USD		in stock	Online	US	en		17	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_red_ba_aa21b7ee-084d-4045-b1c2-dadbc08c4e31_upscaled.png?v=1771845507		https://www.knots-studio.com/products/set-of-3-baskets-ted-earth?variant=48047264399515&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047264399515	third party shopify:third party syncing		Set of 3 Baskets				16		3 kg		30060red
(L) Ivory Knot Ottoman	shopify_US_8483249127579_46361305743515	698.00 USD	625.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL.jpg?v=1746873470,https://cdn.shopify.com/s/files/1/1129/5340/files/IVORY3.jpg?v=1746873470	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL2.jpg?v=1746873470		https://www.knots-studio.com/products/l-ivory-knot-floor-cushion-new?variant=46361305743515&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361305743515	third party shopify:third party syncing		Large knot cushion				7		8 kg		10030Ivr
(M) Hull Basket in Red Earth Ultra suede	shopify_US_8502535356571_46613169209499	195.00 USD	165.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5028.png?v=1752336191,https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5026.png?v=1752336190,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140711.png?v=1752336191		https://www.knots-studio.com/products/m-hull-basket-in-red-earth-ultra-suede-copy?variant=46613169209499&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613169209499	third party shopify:third party syncing						4		1 kg		30020red
Citron Velvet Woven Stool	shopify_US_8175959900315_45184388923547	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_185135.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7798_ea88a215-ed80-4532-a9fc-ac605ebf7c0e.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7795.jpgr.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7796.jpgf.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9893.jpgcit.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9913.jpg_citr.jpg?v=1770645145	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs > table & bar stools	https://cdn.shopify.com/s/files/1/1129/5340/files/citron_stool.jpg?v=1773168585		https://www.knots-studio.com/products/citron-velvet-woven-stool?variant=45184388923547&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/45184388923547	third party shopify:third party syncing		Woven stool				11		4 kg		20017Cit
"Sterling Grey Velvet Woven Bench 37"""	shopify_US_8489419702427_46392763547803	845.00 USD	746.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/greystool2_c7649ed6-cf26-435f-b5e4-e883c059768b.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool3_135b0d2a-e49e-498a-aaf5-3f7e8687b112.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/silver_120.jpg?v=1747528059,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool_24987315-bb0b-4b42-8752-3b5ef6601ebd.jpg?v=1747528051,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850_94767ec1-8c3b-49e4-9c71-d1f288cab085.jpg?v=1764765165	shopify_US_8489419702427	https://www.knots-studio.com/products/sterling-grey-velvet-woven-bench?variant=46392763547803&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392763547803	third party shopify:third party syncing	size:"37""":Variant	Woven bench				10		6.9 kg	"37"""	20037Gry
"Citron Velvet Woven Bench 47"""	shopify_US_8175929753755_45184250478747	995.00 USD	896.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7871.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7850.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9896copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9893copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9895copy.jpg?v=1719913599,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	184	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7849.jpg?v=1747527502	shopify_US_8175929753755	https://www.knots-studio.com/products/citron-velvet-woven-bench?variant=45184250478747&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/45184250478747	third party shopify:third party syncing	size:"47""":Variant	Woven bench				8		9 kg	"47"""	20047Cit
Diver's Buoy in Pink	shopify_US_7380891107483_42443773411483	185.00 USD			out of stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7096.jpg?v=1655121268,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7145_d84a84b9-b459-4295-adc2-8ef81ee376c7.jpg?v=1655121268,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-8.jpg?v=1666860619,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-5_1956bf37-f208-4683-83ab-157d48364639.jpg?v=1666860620	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7103.jpg?v=1655121268		https://www.knots-studio.com/products/divers-buoy-in-pink?variant=42443773411483&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42443773411483	third party shopify:third party syncing		sale				0		0.3 kg		903
(M) Hull Basket in Cobalt Ultra suede	shopify_US_8502506193051_46612972896411	195.00 USD	165.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_181716.png?v=1752419912,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_182048.png?v=1752420094,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140344_3.png?v=1752419774		https://www.knots-studio.com/products/s-hull-basket-in-cobalt-ultra-suede-copy?variant=46612972896411&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46612972896411	third party shopify:third party syncing						10		1 kg		30020blu
